Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
946.0,1107.72,304.7272727265954,3.852,3.672,1674.6297142840922,2378.3484970426316,7386.81,167
947.0,1111.56,307.19999999925494,3.852,3.672,1674.5977142862976,2381.3792485213157,7405.19,166
948.0,1106.16,304.45714285597205,3.852,3.67,1684.977428568527,2364.814624260658,7368.78,165
949.0,1105.16,303.9428571444005,3.852,3.672,1669.3928571436554,2356.577312130329,7374.5,164
950.0,1105.41,304.45714285597205,3.852,3.671,1664.3440000005066,2352.3986560651647,7364.81,163
951.0,1104.97,303.59999999962747,3.852,3.671,1668.7190000023693,2350.354328032582,7418.44,162
952.0,1103.28,302.7428571432829,3.852,3.671,1664.313000002876,2349.3321640162912,7379.5,161
953.0,1103.5,302.96103896200657,3.852,3.671,1664.3129999991506,2348.8560820081457,7421.41,160
954.0,1101.66,302.22857142984867,3.852,3.671,1664.375,2348.6330410040728,7374.25,159
955.0,1100.66,303.4285714291036,3.851,3.671,1659.2631428539753,2348.5065205020364,7374.03,158
956.0,1100.69,302.0,3.851,3.673,1659.2321428563446,2348.4232602510183,7402.41,157
957.0,1097.41,301.17210000008345,3.85,3.672,1659.2011428568512,2348.401630125509,7364.12,156
958.0,1095.19,302.40000000037253,3.85,3.672,1654.0892857145518,2348.3558150627546,7336.53,155
959.0,1093.22,300.17142857052386,3.849,3.673,1648.8834285717458,2348.347907531377,7326.59,154
960.0,1089.62,300.31168831139803,3.848,3.673,1643.772571431473,2330.3439537656886,7328.03,153
961.0,1086.28,298.6285714283585,3.847,3.673,1633.486857144162,2321.3419768828444,7291.38,152
962.0,1081.91,298.40000000037253,3.847,3.674,1623.843999998644,2214.170988441422,7300.91,151
963.0,1063.47,301.6039999984205,3.833,3.819,1302.34299999848,2155.275494220711,4809.999999999999,150
964.0,1069.28,296.88311688415706,3.839,3.931,1292.375,2197.792747110356,3689.9999999999977,149
965.0,1071.22,296.41558441706,3.841,3.68,1576.8834285717458,2237.066373555178,7392.94,148
966.0,1071.75,294.3428571429104,3.843,3.678,1587.1745714321733,2256.688186777589,7303.25,147
967.0,1074.62,296.90909090824425,3.845,3.678,1592.313000002876,2266.4690933887946,7315.19,146
968.0,1075.75,296.10389610379934,3.845,3.677,1596.75,2271.3895466943973,7310.38,145
969.0,1072.62,296.5714285708964,3.845,3.678,1592.313000002876,2273.8847733471985,7281.81,144
970.0,1075.5,296.80000000074506,3.845,3.678,1587.2321428563446,2275.0673866735992,7300.88,143
971.0,1078.19,296.10389610379934,3.846,3.676,1592.25,2275.7236933367994,7358.0,142
972.0,1082.0,297.3506493512541,3.847,3.676,1597.5178571436554,2276.0518466684,7336.25,141
973.0,1078.88,296.10389610379934,3.846,3.675,1610.375,2276.1809233342,7357.62,140
974.0,1077.69,297.02991428785026,3.846,3.675,1601.311999997124,2276.2804616671,7367.12,139
975.0,1079.0,297.59999999962747,3.846,3.676,1597.5178571436554,2276.33023083355,7368.69,138
976.0,1077.5,297.59999999962747,3.846,3.675,1601.375,2276.3551154167753,7361.81,137
977.0,1077.19,296.80000000074506,3.846,3.676,1597.5178571436554,2276.3975577083875,7408.94,136
978.0,1073.88,296.0,3.845,3.675,1596.938000002876,2276.3237788541937,7361.56,135
979.0,1070.06,293.1428571436554,3.845,3.676,1587.75,2258.3168894270966,7364.38,134
980.0,1069.06,293.1428571436554,3.845,3.677,1582.026285711676,2249.313444713548,7322.19,133
981.0,1067.12,292.90909090824425,3.846,3.677,1578.811999997124,2244.811722356774,7345.5,132
982.0,1066.31,292.90909090824425,3.846,3.678,1571.7415714319795,2242.5608611783873,7319.44,131
983.0,1067.38,292.80000000074506,3.846,3.678,1571.7405714262277,2241.4704305891937,7331.0,130
984.0,1065.25,292.05194805189967,3.846,3.677,1571.8035714291036,2240.8902152945966,7344.31,129
985.0,1063.56,292.0,3.845,3.68,1566.5977142825725,2240.6001076472985,7249.62,128
986.0,1059.25,291.2727272734046,3.843,3.678,1561.4548571407795,2138.8000538236493,7321.0,127
987.0,1032.75,290.8121666647494,3.827,3.812,1239.311999997124,2063.5900269118247,4880.0,126
988.0,1044.81,288.46753246709704,3.835,3.934,1206.6607142854482,2115.950013455912,3659.9999999999964,125
989.0,1046.81,289.7142857145518,3.837,3.684,1511.311999997124,2142.165006727956,7375.56,124
990.0,1043.38,288.2857142854482,3.836,3.684,1515.875,2155.2375033639782,7301.5,123
991.0,1046.56,288.0,3.837,3.683,1510.026285711676,2161.773751681989,7281.38,122
992.0,1046.56,288.0,3.838,3.684,1515.811999997124,2165.0768758409945,7209.62,121
993.0,1044.12,287.2857142854482,3.837,3.682,1520.375,2166.7584379204973,7255.12,120
994.0,1039.75,285.5714285708964,3.838,3.683,1515.2951428592205,2167.534218960249,7246.31,119
995.0,1039.75,286.2857142854482,3.838,3.684,1504.8834285680205,2167.9571094801245,7240.81,118
996.0,1040.25,286.2857142854482,3.839,3.684,1502.375,2168.1035547400625,7188.44,117
997.0,1040.94,286.90909090824425,3.839,3.684,1504.8214285708964,2168.206777370031,7225.0,116
998.0,1040.12,286.90909090824425,3.839,3.683,1502.311999997124,2168.2583886850152,7151.31,115
999.0,1041.69,286.90909090824425,3.839,3.683,1502.313000002876,2168.2841943425074,7238.12,114
1000.0,1042.31,286.90909090824425,3.839,3.683,1502.313000002876,2168.3320971712537,7197.5,113
1001.0,1041.5,286.90909090824425,3.839,3.682,1510.0892857145518,2168.356048585627,7175.94,112
1002.0,1040.94,286.90909090824425,3.838,3.683,1506.875,2168.3680242928135,7240.94,111
1003.0,1039.44,286.2857142854482,3.839,3.683,1502.375,2168.404012146407,7230.38,110
1004.0,1034.5,283.8571428563446,3.838,3.683,1497.936999997124,2150.3570060732036,7252.81,109
1005.0,1028.81,283.4285714291036,3.835,3.684,1488.811999997124,2141.368503036602,7239.94,108
1006.0,1030.44,283.4285714291036,3.836,3.685,1475.375,2136.874251518301,7278.0,107
1007.0,1028.62,282.7142857145518,3.836,3.685,1479.875,2134.592125759151,7197.0,106
1008.0,1031.88,283.4285714291036,3.836,3.685,1475.311999997124,2133.4860628795755,7196.0,105
1009.0,1027.81,282.0,3.836,3.684,1488.875,2132.9330314397876,7222.12,104
1010.0,1026.19,282.0,3.835,3.685,1468.9464285708964,2032.4665157198938,7205.19,103
1011.0,1014.75,283.25,3.823,3.814,27269.465214286,33209.208257859944,4859.999999999997,102
1012.0,1011.615,281.2074175821617,4.22,3.363,14870.092607142404,18426.76412892997,9369.999999999998,101
1013.0,1008.48,279.16483516432345,3.815,3.619,8150.238303571008,10261.572064464986,6809.999999999996,100
1014.0,1007.75,275.1428571417928,3.821,3.698,4794.746651785914,6178.916032232493,7509.15,99
1015.0,1011.97,275.86813186854124,3.824,3.698,3121.533325893106,4137.6180161162465,7294.27,98
1016.0,1016.06,277.1428571436554,3.825,3.697,2289.3801629465306,3116.924008058123,7243.78,97
1017.0,1018.82,278.1098901089281,3.827,3.697,1457.2269999999553,2624.6370040290612,7207.27,96
1018.0,1023.07,279.6923076920212,3.828,3.696,1463.7795714307576,2378.4935020145303,7221.95,95
1019.0,1024.54,280.7142857145518,3.828,3.694,1470.8509999997914,2255.4367510072652,7193.76,94
1020.0,1024.99,280.4879450555891,3.828,3.693,1475.3829999994489,2193.9083755036327,7236.13,93
1021.0,1025.41,279.7142857145518,3.828,3.695,1474.0972857140005,2163.0841877518164,7228.99,92
1022.0,1024.32,281.2747252751142,3.829,3.693,1475.258000003174,2147.7320938759085,7256.93,91
1023.0,1022.75,281.2747252751142,3.829,3.692,1470.8820000011474,2122.0260469379546,7283.07,90
1024.0,1020.92,279.5604395605624,3.829,3.693,1466.3209999985993,2109.193023468977,7249.51,89
1025.0,1020.41,278.6373626384884,3.829,3.693,1458.6447142865509,2102.7715117344887,7245.95,88
1026.0,1020.0,279.5604395605624,3.829,3.693,1457.3509999997914,2099.5607558672446,7257.98,87
1027.0,1017.15,278.0,3.828,3.693,1453.4938571434468,2097.960377933622,7293.63,86
1028.0,1017.66,278.7692307699472,3.828,3.694,1448.359000001103,2097.150188966811,7216.73,85
1029.0,1016.83,277.84615384601057,3.828,3.692,1452.8440000005066,2096.6850944834055,7256.48,84
1030.0,1018.22,277.84615384601057,3.828,3.693,1448.218999998644,2096.522547241703,7291.39,83
1031.0,1016.0,277.84615384601057,3.828,3.692,1448.3589999973774,2096.4512736208517,7266.47,82
1032.0,1014.91,277.05494505539536,3.828,3.693,1448.375,2096.380636810426,7241.56,81
1033.0,1012.61,275.7692307699472,3.828,3.693,1443.8129999991506,2096.380318405213,7231.2,80
1034.0,1011.88,275.3406593408436,3.828,3.693,1439.375,2096.3251592026063,7230.75,79
1035.0,1010.53,275.5714285708964,3.828,3.694,1434.76600000076,2078.357579601303,7259.27,78
1036.0,1006.98,274.5494505483657,3.828,3.694,1430.359000001103,1966.6787898006514,7215.84,77
1037.0,987.42,269.3987500015646,3.812,3.816,1092.313000002876,1905.5093949003258,4840.0,76
1038.0,991.97,271.54285714402795,3.818,3.943,1082.3440000005066,1964.879697450163,3569.9999999999977,75
1039.0,996.06,272.0,3.822,3.699,1380.75,1994.6298487250815,7311.09,74
1040.0,999.28,272.30769230797887,3.824,3.697,1394.375,2027.4699243625407,7226.06,73
1041.0,1000.59,273.08425274677575,3.825,3.696,1407.1701428554952,2043.9049621812705,7209.0,72
1042.0,997.72,272.30769230797887,3.824,3.695,1407.2011428568512,2034.1224810906351,7188.59,71
1043.0,997.44,270.80769230797887,3.824,3.696,1398.8440000005066,2029.2162405453175,7210.53,70
1044.0,997.44,271.38461538404226,3.825,3.697,1398.8120000008494,2026.7981202726587,7167.41,69
1045.0,996.22,271.38461538404226,3.825,3.695,1398.875,2025.5890601363294,7173.94,68
1046.0,994.03,272.30769230797887,3.825,3.696,1396.9464285708964,2024.9845300681648,7197.66,67
1047.0,993.78,270.23076923005283,3.824,3.696,1389.875,2024.6622650340823,7182.91,66
1048.0,991.22,269.8021978009492,3.824,3.697,1389.843999998644,2024.536132517041,7173.72,65
1049.0,989.31,269.010989010334,3.823,3.697,1381.5498571433127,2024.4730662585207,7196.25,64
1050.0,987.59,268.2197802197188,3.823,3.696,1376.4059999994934,2006.3915331292603,7142.19,63
1051.0,984.78,267.4285714291036,3.822,3.697,1376.3129999991506,1997.3657665646301,7090.06,62
1052.0,981.44,267.2142857145518,3.821,3.698,1367.343999998644,1992.8728832823151,7170.78,61
1053.0,977.78,264.90000000037253,3.82,3.698,1358.375,1990.6064416411575,7106.06,60
1054.0,976.78,265.7142857145518,3.82,3.699,1353.843999998644,1989.4732208205787,7125.12,59
1055.0,977.38,265.7142857145518,3.821,3.7,1349.3430000003427,1988.9066104102894,7086.25,58
1056.0,977.31,265.7142857145518,3.82,3.699,1349.3440000005066,1988.6433052051448,7098.88,57
1057.0,976.41,265.59999999962747,3.821,3.7,1349.375,1988.4916526025722,7076.56,56
1058.0,976.22,265.7142857145518,3.821,3.699,1344.8440000005066,1970.415826301286,7102.31,55
1059.0,975.84,264.2142857145518,3.821,3.699,1344.8440000005066,1961.362913150643,7132.03,54
1060.0,974.19,264.8571428563446,3.821,3.699,1340.3129999991506,1956.8864565753215,7125.94,53
1061.0,973.53,264.19999999925494,3.82,3.699,1340.406000001356,1856.9282282876607,7133.5,52
1062.0,958.66,256.81299999915063,3.806,3.819,1004.8904999997468,1796.6341141438302,4809.999999999999,51
1063.0,961.16,261.59999999962747,3.812,3.947,998.343999998644,1856.487057071915,3529.9999999999977,50
1064.0,960.22,259.40000000037253,3.813,3.703,1304.3440000005066,1886.3985285359574,7230.12,49
1065.0,963.19,260.0,3.816,3.703,1308.8129999991506,1919.389264267979,7158.16,48
1066.0,964.62,261.82857142947614,3.816,3.703,1317.875,1935.8846321339895,7128.5,47
1067.0,967.25,261.82857142947614,3.817,3.702,1322.375,1944.0973160669946,7103.31,46
1068.0,963.44,261.2142857145518,3.816,3.701,1326.8129999991506,1948.2386580334974,7103.44,45
1069.0,960.5,260.0,3.816,3.701,1317.875,1932.2743290167487,7069.69,44
1070.0,962.56,261.2142857145518,3.816,3.702,1309.4548571445048,1942.3271645083744,7078.06,43
1071.0,962.88,260.11428571492434,3.817,3.702,1313.375,1947.3535822541871,7087.38,42
1072.0,961.88,260.11428571492434,3.817,3.702,1313.375,1931.8317911270935,7019.19,41
1073.0,962.0,259.7142857145518,3.817,3.701,1313.3129999991506,1942.1058955635467,7034.12,40
1074.0,960.5,259.90000000037253,3.817,3.701,1313.375,1929.2429477817734,7024.5,39
1075.0,959.12,258.8571428563446,3.817,3.702,1308.875,1922.7464738908866,7094.12,38
1076.0,956.56,258.2142857145518,3.816,3.702,1304.25,1919.5632369454434,7077.38,37
1077.0,956.12,258.0,3.816,3.72,1299.875,1917.9716184727217,7065.81,36
1078.0,956.25,257.48571428470314,3.817,3.702,1295.375,1917.1408092363608,7090.12,35
1079.0,951.62,256.30000000074506,3.815,3.702,1295.3129999991506,1916.7254046181804,7022.12,34
1080.0,950.31,255.59999999962747,3.815,3.703,1290.8129999991506,1898.4877023090903,7024.56,33
1081.0,948.62,255.4285714291036,3.815,3.704,1286.25,1889.4338511545452,7087.31,32
1082.0,950.31,256.5714285708964,3.816,3.704,1281.875,1902.8719255772726,7056.81,31
1083.0,952.62,257.48571428470314,3.816,3.704,1286.3129999991506,1909.5909627886363,7064.31,30
1084.0,954.25,257.3571428563446,3.817,3.702,1290.8129999991506,1912.9854813943182,7111.44,29
1085.0,954.06,257.1428571417928,3.818,3.702,1290.875,1914.587740697159,7135.88,28
1086.0,950.19,256.5714285708964,3.816,3.702,1290.6870000008494,1793.7938703485795,7155.5,27
1087.0,934.62,245.35924999974668,3.8,3.821,938.3129999991506,1729.08693517429,4789.999999999996,26
1088.0,939.31,253.0714285708964,3.808,3.952,934.0892857145518,1804.668467587145,3479.9999999999986,25
1089.0,933.94,250.39285714365545,3.808,3.707,1254.75,1824.5242337935724,7170.81,24
1090.0,935.62,250.2352941185236,3.809,3.708,1241.375,1834.4171168967862,7112.88,23
1091.0,943.5,254.1176470592618,3.811,3.707,1248.3120000008494,1857.333558448393,7093.75,22
1092.0,940.75,252.0,3.811,3.705,1268.25,1868.8567792241965,7157.94,21
1093.0,939.5,252.75,3.812,3.705,1260.375,1874.6183896120983,7101.12,20
1094.0,944.81,252.91428571380675,3.813,3.706,1263.875,1877.4991948060492,7133.25,19
1095.0,942.5,252.91428571380675,3.814,3.705,1272.875,1878.9395974030247,7122.88,18
1096.0,939.38,252.6999999992549,3.813,3.705,1268.375,1879.6597987015125,7102.56,17
1097.0,940.75,252.6999999992549,3.814,3.706,1259.375,1880.0198993507563,7119.5,16
1098.0,941.31,252.85714285820723,3.814,3.705,1259.375,1880.1999496753783,7125.38,15
1099.0,940.75,253.40000000037253,3.814,3.705,1259.375,1880.3199748376892,7135.56,14
1100.0,941.0,253.2857142854482,3.814,3.705,1259.4379999991506,1880.3499874188446,7107.69,13
1101.0,940.81,252.1142857149244,3.815,3.706,1259.375,1880.3649937094224,7123.25,12
1102.0,940.0,252.6999999992549,3.814,3.705,1259.375,1862.3724968547112,7148.81,11
1103.0,938.0,252.0,3.813,3.706,1254.875,1853.3762484273557,7100.5,10
1104.0,936.44,250.9915966391564,3.813,3.705,1252.375,1848.8131242136778,7113.75,9
1105.0,933.88,249.0,3.812,3.706,1250.25,1846.596562106839,7101.12,8
1106.0,930.81,247.96638655476272,3.811,3.706,1244.375,1845.4532810534195,7072.19,7
1107.0,928.62,247.5,3.81,3.707,1236.8129999991506,1844.8216405267099,7048.62,6
1108.0,927.12,248.02941176481545,3.81,3.707,1236.1870000008494,1844.535820263355,7109.44,5
1109.0,928.0,247.1785714291036,3.81,3.709,1232.25,1844.3929101316776,7071.31,4
1110.0,925.25,246.0,3.808,3.707,1232.25,1844.3864550658388,6985.12,3
1111.0,920.25,243.75,3.807,3.708,1043.3125,1713.1932275329195,6994.44,2
1112.0,906.94,233.96900000050664,3.795,3.825,26456.64824999869,303117.14161376643,4749.999999999996,1
1113.0,340107.45499999996,141743.04700000025,4.216,3.256,39163.31612499803,453719.1158068832,10440.0,0
